,alt_title,director,domestic_gross,mojo_slug,opening_per_theater,opening_weekend_take,production_budget,release_date_limited,release_date_wide,title,widest_release,worldwide_gross,year
1165,Fantastic Four (2005) (2005),Tim Story,154696080.0,fantasticfour,15563.0,56061504.0,100000000.0,,2005-07-08,Fantastic Four (2005),3619.0,330579719.0,2005.0
1166,Fantastic Mr. Fox (2009),Wes Anderson,21002919.0,fantasticmrfox,3426.0,6965267.0,40000000.0,2009-11-13,2009-11-25,Fantastic Mr. Fox,2304.0,46471023.0,2009.0
1167,Farewell My Queen (2012),,1597998.0,farewellmyqueen,18025.0,72100.0,,,2012-07-13,Farewell My Queen,64.0,5297232.0,2012.0
1168,Far From Heaven (2002),,15901849.0,farfromheaven,35213.0,211279.0,13500000.0,,2002-11-08,Far From Heaven,291.0,29027914.0,2002.0
1169,Fargo (1996),Joel Coen,24611975.0,fargo,3542.0,2536491.0,7000000.0,1996-03-08,1996-04-05,Fargo,716.0,60611975.0,1996.0
1170,The Fast and the Furious (2001),Rob Cohen,144533925.0,fastandfurious,15254.0,40089015.0,38000000.0,,2001-06-22,The Fast and the Furious,2899.0,207283925.0,2001.0
1171,Faster (2004) (2004),,16265.0,faster,13995.0,13995.0,,,2004-04-23,Faster (2004) ,1.0,,2004.0
1172,Fast Five (2011),Justin Lin,209837675.0,fastfive,23655.0,86198765.0,125000000.0,,2011-04-29,Fast Five,3793.0,626137675.0,2011.0
1173,Fast Food Nation (2006),Richard Linklater,1005539.0,fastfoodnation,1279.0,410804.0,,,2006-11-17,Fast Food Nation,321.0,2209322.0,2006.0
1174,Fast Times at Ridgemont High (1982),Amy Heckerling,27092880.0,fasttimesatridgemonthigh,4560.0,3251922.0,,1982-08-13,1982-09-03,Fast Times at Ridgemont High,713.0,,1982.0
1175,Fatal Attraction (1987),,156645693.0,fatalattraction,10030.0,7602740.0,,,1987-09-18,Fatal Attraction,1401.0,320145693.0,1987.0
1176,Father of the Bride (1991),Charles Shyer,89325780.0,fatherofthebride,4504.0,7031146.0,,,1991-12-20,Father of the Bride ,1712.0,,1991.0
1177,The Fault in our Stars (2014),Josh Boone,124872350.0,faultinourstars,15128.0,48002523.0,12000000.0,,2014-06-06,The Fault in our Stars,3340.0,307239013.0,2014.0
1178,Faust (2013),,58132.0,faust,5015.0,10030.0,,,2013-11-15,Faust,6.0,,2013.0
1179,Fear and Loathing in Las Vegas (1998),Terry Gilliam,10680275.0,fearandloathinginlasvegas,2965.0,3338590.0,18500000.0,,1998-05-22,Fear and Loathing in Las Vegas,1130.0,,1998.0
1180,Fearless (1993),Peter Weir,6995302.0,fearless,2635.0,1973961.0,,1993-10-15,1993-11-05,Fearless ,749.0,6995302.0,1993.0
1181,Feast (2006),,56131.0,feast,373.0,54556.0,,,2006-09-22,Feast,146.0,688854.0,2006.0
1182,Fed Up (2014),,1538899.0,fedup,7002.0,126028.0,,,2014-05-09,Fed Up,104.0,1538899.0,2014.0
1183,Femme Fatale (2002),Brian De Palma,6630252.0,femmefatale,2604.0,2776248.0,,,2002-11-06,Femme Fatale,1066.0,16838910.0,2002.0
1184,Ferris Bueller's Day Off (1986),John Hughes,70136369.0,ferrisbuellersdayoff,4718.0,6275647.0,,,1986-06-13,Ferris Bueller's Day Off ,1330.0,,1986.0
1185,A Few Good Men (1992),Rob Reiner,141340178.0,fewgoodmen,8061.0,15517468.0,40000000.0,,1992-12-11,A Few Good Men,2201.0,243240178.0,1992.0
1186,Fido (2007),,304533.0,fido,5101.0,10203.0,,,2007-06-15,Fido ,67.0,426224.0,2007.0
1187,A Field in England (2014),,32846.0,fieldinengland,731.0,9498.0,,,2014-02-07,A Field in England,13.0,,2014.0
1188,Field of Dreams (1989),,64431625.0,fieldofdreams,8570.0,5424810.0,,1989-04-21,1989-05-05,Field of Dreams,1100.0,84431625.0,1989.0
1189,The Fifth Element (1997),Luc Besson,63820180.0,fifthelement,6812.0,17031345.0,,,1997-05-09,The Fifth Element,2500.0,263920180.0,1997.0
1190,The Fifth Estate (2013),Bill Condon,3255008.0,fifthestate,946.0,1673351.0,28000000.0,,2013-10-18,The Fifth Estate,1769.0,8555008.0,2013.0
1191,Fifty Shades of Grey (2015),Sam Taylor-Johnson,165807055.0,fiftyshadesofgrey,23360.0,85171450.0,40000000.0,,2015-02-13,Fifty Shades of Grey,3655.0,566407055.0,2015.0
1192,Fight Club (1999),David Fincher,37030102.0,fightclub,5621.0,11035485.0,63000000.0,,1999-10-15,Fight Club,1966.0,100853753.0,1999.0
1193,Fighter (2001),,99938.0,fighter,1294.0,1294.0,,,2001-08-24,Fighter ,1.0,,2001.0
1194,Fighting (2009),,23091010.0,fighting,4775.0,11024370.0,,,2009-04-24,Fighting,2312.0,32474120.0,2009.0
1195,Fill the Void (2013),,1775316.0,fillthevoid,19721.0,59164.0,,,2013-05-24,Fill the Void,64.0,1775316.0,2013.0
1196,Filth (2014),,34411.0,filth,2509.0,7526.0,,,2014-05-30,Filth,5.0,8334411.0,2014.0
1197,Final Destination (2000),James Wong,53331147.0,finaldestination,3871.0,10015822.0,23000000.0,,2000-03-17,Final Destination ,2587.0,112880294.0,2000.0
1198,Final Destination 2 (2003),David R. Ellis,46961214.0,finaldestination2,5651.0,16017141.0,,,2003-01-31,Final Destination 2,2834.0,90426405.0,2003.0
1199,Final Destination 3 (2006),James Wong,54098051.0,finaldestination3,6657.0,19173094.0,25000000.0,,2006-02-10,Final Destination 3,2880.0,117719158.0,2006.0
1200,Final Destination 5 (2011),Steven Quale,42587643.0,finaldestination5,5715.0,18031396.0,40000000.0,,2011-08-12,Final Destination 5,3155.0,157887643.0,2011.0
1201,Final Fantasy: The Spirits Within (2001),,32131830.0,finalfantasy,4306.0,11408853.0,137000000.0,,2001-07-11,Final Fantasy:The Spirits Within,2649.0,85131830.0,2001.0
1202,Finding Fela (2014),Alex Gibney,120980.0,findingfela,,,,,2014-08-01,Finding Fela ,11.0,,2014.0
1203,Finding Forrester (2000),Gus Van Sant,51804714.0,findingforrester,5550.0,11112139.0,,2000-12-22,2001-01-12,Finding Forrester ,2002.0,80049764.0,2000.0
1204,Finding Nemo (2003),Andrew StantonLee Unkrich,380843261.0,findingnemo,20821.0,70251710.0,94000000.0,,2003-05-30,Finding Nemo,3425.0,936743261.0,2003.0
1205,Finding Neverland (2004),Marc Forster,51680613.0,findingneverland,1989.0,1960122.0,25000000.0,2004-11-12,2004-12-17,Finding Neverland,1411.0,116766556.0,2004.0
1206,Finding Vivian Maier (2014),,1514782.0,findingvivianmaier,21200.0,63600.0,,,2014-03-28,Finding Vivian Maier,97.0,1514782.0,2014.0
1207,Find Me Guilty (2006),Sidney Lumet,1173643.0,findmeguilty,1386.0,608804.0,13000000.0,,2006-03-17,Find Me Guilty,439.0,2636637.0,2006.0
1208,Fireflies in the Garden (2011),,70600.0,firefliesinthegarden,7377.0,36884.0,8000000.0,,2011-10-14,Fireflies in the Garden ,14.0,3393161.0,2011.0
1209,Fireproof (2008),Alex Kendrick,33456317.0,fireproof,8148.0,6836036.0,500000.0,,2008-09-26,Fireproof,905.0,33473297.0,2008.0
1210,The Firm (1993),Sydney Pollack,158348367.0,firm,10614.0,25400000.0,,,1993-07-02,The Firm,2393.0,270248367.0,1993.0
1211,First Blood (1982),,47212904.0,firstblood,7371.0,6642005.0,15000000.0,,1982-10-22,First Blood,1054.0,125212904.0,1982.0
1212,First Position (2012),,1014071.0,firstposition,9605.0,48024.0,,,2012-05-04,First Position,58.0,1014071.0,2012.0
1213,The First Time (2012),,22836.0,firsttime,898.0,17061.0,,,2012-10-19,The First Time ,19.0,22836.0,2012.0
1214,The First Wives Club (1996),,105489203.0,firstwivesclub,9840.0,18913411.0,,,1996-09-20,The First Wives Club,2406.0,181489203.0,1996.0
1215,A Fish Called Wanda (1988),,62493712.0,fishcalledwanda,7794.0,4801140.0,,1988-07-15,1988-08-05,A Fish Called Wanda ,1223.0,,1988.0
1216,The Fisher King (1991),Terry Gilliam,41895491.0,fisherking,5822.0,7067908.0,,1991-09-20,1991-09-27,The Fisher King ,1551.0,,1991.0
1217,Fish Tank (2010),,374675.0,fishtank,12927.0,25854.0,3000000.0,,2010-01-15,Fish Tank,15.0,2357852.0,2010.0
1218,Five Minutes of Heaven (2009),,15676.0,fiveminutesofheaven,5364.0,5364.0,,,2009-08-21,Five Minutes of Heaven ,2.0,87906.0,2009.0
1219,Flags of Our Fathers (2006),Clint Eastwood,33602376.0,flagsofourfathers,5461.0,10245190.0,90000000.0,,2006-10-20,Flags of Our Fathers,2375.0,65900249.0,2006.0
1220,Flame & Citron (2009),,148089.0,flameandcitron,7627.0,15254.0,,,2009-07-31,Flame & Citron,8.0,10186084.0,2009.0
1221,Flashdance (1983),,92921203.0,flashdance,3575.0,4076124.0,,,1983-04-15,Flashdance ,1140.0,,1983.0
1222,Flash Gordon (1980),,27107960.0,flashgordon,4780.0,3934030.0,,,1980-12-05,Flash Gordon ,,,1980.0
1223,The Flat (2012),,471842.0,flat,6639.0,19916.0,,,2012-10-19,The Flat,27.0,,2012.0
1224,Flawless (1999) (1999),Joel Schumacher,4488529.0,flawless,3326.0,1590155.0,,,1999-11-26,Flawless (1999),483.0,,1999.0
1225,Flight (2012),Robert Zemeckis,93772375.0,flight,13217.0,24900566.0,31000000.0,,2012-11-02,Flight,2638.0,161772375.0,2012.0
1226,Flightplan (2005),Robert Schwentke,89707299.0,flightplan,7193.0,24629938.0,,,2005-09-23,Flightplan,3424.0,223387299.0,2005.0
1227,The Flintstones (1994),,130531208.0,flintstones,11885.0,29688730.0,46000000.0,,1994-05-27,The Flintstones ,2594.0,341631208.0,1994.0
1228,Flipped (2010),Rob Reiner,1755212.0,flipped,4983.0,224233.0,14000000.0,,2010-08-06,Flipped,442.0,,2010.0
1229,The Flowers of War (2012),Zhang Yimou,311434.0,flowersofwar,1615.0,48448.0,,,2012-01-20,The Flowers of War,30.0,311434.0,2012.0
1230,Flubber (1997),,92977226.0,flubber,10119.0,26725207.0,,,1997-11-26,Flubber ,2679.0,177977226.0,1997.0
1231,Flushed Away (2006),David BowersSam Fell,64665672.0,flushedaway,5075.0,18814323.0,149000000.0,,2006-11-03,Flushed Away,3707.0,178120010.0,2006.0
1232,The Fly (1986),,40456565.0,fly,5863.0,7007423.0,,,1986-08-15,The Fly ,1201.0,60629159.0,1986.0
1233,Flyboys (2006),Tony Bill,13090630.0,flyboys,2953.0,6004219.0,60000000.0,,2006-09-22,Flyboys,2033.0,17834865.0,2006.0
1234,Fly Me to the Moon (2008),,13816982.0,flymetothemoon3d,2396.0,1509198.0,25000000.0,2008-08-15,2008-08-29,Fly Me to the Moon,713.0,41721414.0,2008.0
1235,Flypaper (2011),Rob Minkoff,5043.0,flypaper,549.0,1098.0,,,2011-08-19,Flypaper,2.0,3142154.0,2011.0
1236,Focus (2001),,645418.0,focus,12069.0,24139.0,,,2001-10-19,Focus ,62.0,,2001.0
1237,The Fog (1980),John Carpenter,21378361.0,fog,,,,,1980-02-01,The Fog ,,,1980.0
1238,The Fog of War (2003),Errol Morris,4198566.0,fogofwar,13816.0,41449.0,,,2003-12-19,The Fog of War ,261.0,5038841.0,2003.0
1239,Following (1999),Christopher Nolan,48482.0,following,,,6000.0,,1999-04-02,Following ,2.0,,1999.0
1240,"Food, Inc. (2009)",,4417674.0,foodinc,20171.0,60513.0,,,2009-06-12,"Food, Inc.",155.0,4606199.0,2009.0
1241,Food of Love (2002),,43922.0,foodoflove,3692.0,3692.0,,,2002-10-25,Food of Love ,4.0,,2002.0
1242,Fool's Gold (2008),Andy Tennant,70231041.0,foolsgold,6909.0,21589295.0,70000000.0,,2008-02-08,Fool's Gold,3125.0,111231041.0,2008.0
1243,The Foot Fist Way (2008),Jody Hill,234286.0,footfistway,9098.0,36391.0,,,2008-05-30,The Foot Fist Way,25.0,245292.0,2008.0
1244,Footloose (1984),,80035402.0,footloose,6182.0,8556935.0,8199999.0,,1984-02-17,Footloose,1384.0,,1984.0
1245,Footnote (2012),Joseph Cedar,2007758.0,footnote,23764.0,47528.0,,,2012-03-09,Footnote,101.0,2007758.0,2012.0
1246,"For a Good Time, Call...  (2012)",,1251749.0,foragoodtimecall,6258.0,143935.0,,,2012-08-31,"For a Good Time, Call...",107.0,1251749.0,2012.0
1247,The Forbidden Kingdom (2008),Rob Minkoff,52075270.0,forbiddenkingdom,6791.0,21401121.0,,,2008-04-18,The Forbidden Kingdom,3151.0,127980002.0,2008.0
1248,Force Majeure (2014),,1359497.0,forcemajeure,11655.0,23309.0,,,2014-10-24,Force Majeure,68.0,1359497.0,2014.0
1249,For Colored Girls (2010),Tyler Perry,37729698.0,forcoloredgirls,9167.0,19497324.0,21000000.0,,2010-11-05,For Colored Girls,2127.0,37747016.0,2010.0
1250,Forever Strong (2008),,719556.0,foreverstrong,,,,,2008-09-19,Forever Strong,259.0,,2008.0
1251,Forgetting Sarah Marshall (2008),Nick Stoller,63172463.0,forgettingsarahmarshall,6335.0,17725330.0,30000000.0,,2008-04-18,Forgetting Sarah Marshall,2872.0,105173115.0,2008.0
1252,The Forgotten (2004),Joseph Ruben,67133509.0,forgotten,6772.0,21022111.0,42000000.0,,2004-09-24,The Forgotten,3144.0,117592831.0,2004.0
1253,For Greater Glory (2012),Dean Wright,5672846.0,forgreaterglory,2491.0,1885608.0,,,2012-06-01,For Greater Glory,757.0,9622846.0,2012.0
1254,For Love of the Game (1999),Sam Raimi,35188640.0,forloveofthegame,4609.0,13041685.0,80000000.0,,1999-09-17,For Love of the Game ,2933.0,46112640.0,1999.0
1255,Formula 51 (2002),Ronny Yu,5204007.0,formula51,1517.0,2817719.0,27000000.0,,2002-10-18,Formula 51,1857.0,14439698.0,2002.0
1256,Forrest Gump (1994),Robert Zemeckis,330252182.0,forrestgump,15329.0,24450602.0,55000000.0,,1994-07-06,Forrest Gump,2365.0,677945399.0,1994.0
1257,For the Bible Tells Me So (2007),,312751.0,forthebibletellsmeso,7412.0,7412.0,,,2007-10-05,For the Bible Tells Me So ,15.0,,2007.0
1258,For Your Consideration (2006),,5549923.0,foryourconsideration,3088.0,1924071.0,,2006-11-17,2006-11-22,For Your Consideration,625.0,5925637.0,2006.0
1259,The Fountain (2006),Darren Aronofsky,10144010.0,fountain,2560.0,3768702.0,35000000.0,,2006-11-22,The Fountain,1472.0,15978422.0,2006.0
1260,Four Brothers (2005),John Singleton,74494381.0,fourbrothers,8360.0,21176925.0,45000000.0,,2005-08-12,Four Brothers,2649.0,92374674.0,2005.0
1261,Four Christmases (2008),Seth Gordon,120146040.0,fourchristmases,9387.0,31069826.0,80000000.0,,2008-11-26,Four Christmases,3540.0,163733697.0,2008.0
1262,The Four Feathers (2002),,18306166.0,fourfeathers,3586.0,6857879.0,35000000.0,,2002-09-20,The Four Feathers,2187.0,29882645.0,2002.0
1263,Four Lions (2010),,304616.0,fourlions,5189.0,41512.0,,,2010-11-05,Four Lions,18.0,4658570.0,2010.0
1264,The Fourth Kind (2009),,25486040.0,fourthkind,4840.0,12231160.0,,,2009-11-06,The Fourth Kind,2530.0,47709193.0,2009.0
1265,Four Weddings and a Funeral (1994),Mike Newell,52700832.0,fourweddingsandafuneral,5773.0,4162489.0,4400000.0,1994-03-11,1994-04-15,Four Weddings and a Funeral ,1069.0,245700832.0,1994.0
1266,Foxcatcher (2014),Bennett Miller,12096300.0,foxcatcher,1291.0,980000.0,,2014-11-14,2015-01-16,Foxcatcher,759.0,12096300.0,2014.0
1267,Fracture (2007),Gregory Hoblit,39015018.0,fracture,4508.0,11014657.0,,,2007-04-20,Fracture,2443.0,91354215.0,2007.0
1268,Frailty (2002),,13110448.0,frailty,2811.0,4208655.0,11000000.0,,2002-04-12,Frailty ,1497.0,17423030.0,2002.0
1269,Frank (2014),,645186.0,frank,16056.0,16056.0,,,2014-08-15,Frank,75.0,645186.0,2014.0
1270,Frankenweenie (2012),Tim Burton,35291068.0,frankenweenie,3798.0,11412213.0,39000000.0,,2012-10-05,Frankenweenie,3005.0,81491068.0,2012.0
1271,Freaky Friday (1977),,25942000.0,freakyfriday,,,,,1977-01-21,Freaky Friday ,,,1977.0
1272,Fred Claus (2007),David Dobkin,72006777.0,fredclaus,5138.0,18515473.0,,,2007-11-09,Fred Claus,3603.0,97838349.0,2007.0
1273,Freddy Got Fingered (2001),,14254993.0,freddygotfingered,3125.0,7098459.0,14000000.0,,2001-04-20,Freddy Got Fingered ,2271.0,14333252.0,2001.0
1274,Freddy Vs. Jason (2003),Ronny Yu,82622655.0,freddyvsjason,12086.0,36428066.0,30000000.0,,2003-08-15,Freddy Vs. Jason,3014.0,114908830.0,2003.0
1275,Freedomland (2006),Joe Roth,12512886.0,freedomland,2470.0,5833562.0,,,2006-02-17,Freedomland,2361.0,14655628.0,2006.0
1276,Freedom Writers (2007),Richard LaGravenese,36605602.0,freedomwriters,6915.0,9405582.0,21000000.0,,2007-01-05,Freedom Writers,2286.0,43090741.0,2007.0
1277,Free Willy (1993),,77698625.0,freewilly,5331.0,7868829.0,,,1993-07-16,Free Willy ,1937.0,153698625.0,1993.0
1278,Frequency (2000),Gregory Hoblit,45010278.0,frequency,3443.0,9025584.0,31000000.0,,2000-04-28,Frequency,2631.0,68106245.0,2000.0
1279,Friday (1995),F. Gary Gray,27467564.0,friday,7617.0,6589341.0,3500000.0,,1995-04-28,Friday ,883.0,28215918.0,1995.0
1280,Friday Night Lights (2004),Peter Berg,61255921.0,fridaynightlights,7599.0,20269025.0,30000000.0,,2004-10-08,Friday Night Lights,3004.0,61950770.0,2004.0
1281,Friended to Death (2014),,,friendedtodeath,,,,,2014-05-02,Friended to Death,,,2014.0
1282,No Strings Attached (2011),Ivan Reitman,70662220.0,friendswithbenefits,6512.0,19652921.0,25000000.0,,2011-01-21,No Strings Attached,3050.0,149228077.0,2011.0
1283,Friends with Kids (2012),Jennifer Westfeldt,7251073.0,friendswithkids,2273.0,1454561.0,,2012-03-09,2012-03-16,Friends with Kids,640.0,13019073.0,2012.0
1284,Friends with Money (2006),Nicole Holofcener,13368437.0,friendswithmoney,3207.0,3179025.0,6500000.0,2006-04-07,2006-04-21,Friends with Money,1010.0,18245244.0,2006.0
1285,Fright Night (1985),,24922237.0,frightnight,3967.0,6118543.0,,,1985-08-02,Fright Night ,1545.0,,1985.0
1286,From Dusk Till Dawn (1996),Robert Rodriguez,25836616.0,fromdusktilldawn,5110.0,10240805.0,19000000.0,,1996-01-19,From Dusk Till Dawn ,2007.0,,1996.0
1287,From Hell (2001),Albert HughesAllen Hughes,31602566.0,fromhell,4778.0,11014818.0,35000000.0,,2001-10-19,From Hell ,2334.0,74558115.0,2001.0
1288,From Paris with Love (2010),Pierre Morel,24077427.0,frompariswithlove,2997.0,8158860.0,52000000.0,,2010-02-05,From Paris with Love,2722.0,52826594.0,2010.0
1289,From Prada to Nada (2011),Angel Gracia,3033623.0,frompradatonada,4358.0,1115638.0,,,2011-01-28,From Prada to Nada,261.0,3156899.0,2011.0
1290,From Up on Poppy Hill (2013),,1002895.0,fromuponpoppyhill,28793.0,57585.0,,,2013-03-15,From Up on Poppy Hill,49.0,61037844.0,2013.0
1291,Frontera (2014),,59696.0,frontera,3654.0,10962.0,,,2014-09-05,Frontera,14.0,,2014.0
1292,Frost/Nixon (2008),Ron Howard,18622031.0,frostnixon,2750.0,3022250.0,25000000.0,2008-12-05,2009-01-23,Frost/Nixon,1105.0,27426335.0,2008.0
1293,Frozen (2010) (2010),,246176.0,frozen,1240.0,131395.0,,,2010-02-05,Frozen (2010),106.0,3151086.0,2010.0
1294,Frozen River (2008),,2511476.0,frozenriver,10033.0,70234.0,,,2008-08-01,Frozen River,96.0,5414283.0,2008.0
1295,The Fugitive (1993),Andrew Davis,183875760.0,fugitive,10153.0,23758855.0,,,1993-08-06,The Fugitive,2425.0,368875760.0,1993.0
1296,Fukrey (2013),,125279.0,fukrey,1300.0,74110.0,,,2013-06-14,Fukrey ,57.0,,2013.0
1297,Full Metal Jacket (1987),,46357676.0,fullmetaljacket,6901.0,6079963.0,30000000.0,1987-06-26,1987-07-10,Full Metal Jacket ,1075.0,,1987.0
1298,The Full Monty (1997),,45950122.0,fullmonty,4649.0,3022096.0,3500000.0,1997-08-15,1997-09-19,The Full Monty ,783.0,257938649.0,1997.0
1299,Funny Games (2008),Michael Haneke,1294919.0,funnygames,1905.0,544833.0,,,2008-03-14,Funny Games,288.0,7938872.0,2008.0
1300,Funny Ha Ha (2005),,77070.0,funnyhaha,5277.0,10555.0,,,2005-04-29,Funny Ha Ha ,3.0,82620.0,2005.0
1301,Funny People (2009),Judd Apatow,51855045.0,funnypeople,7535.0,22657780.0,75000000.0,,2009-07-31,Funny People,3008.0,71585235.0,2009.0
1302,Fun Size (2012),Josh Schwartz,9409538.0,funsize,1361.0,4101017.0,14000000.0,,2012-10-26,Fun Size,3016.0,11417362.0,2012.0
1303,Fun with Dick and Jane (2005),Dean Parisot,110332737.0,funwithdickandjane,4706.0,14383515.0,100000000.0,,2005-12-21,Fun with Dick and Jane,3239.0,202026112.0,2005.0
1304,Fur: An Imaginary Portrait of Diane Arbus (2006),,223202.0,fur,7203.0,28815.0,,,2006-11-10,Fur:An Imaginary Portrait of Diane Arbus,39.0,2305841.0,2006.0
1305,Furry Vengeance (2010),Roger Kumble,17630465.0,furryvengeance,2211.0,6627564.0,35000000.0,,2010-04-30,Furry Vengeance,3002.0,36236710.0,2010.0
1306,Fury (1936),Fritz Lang,,fury,,,,,1936-05-29,Fury ,,,1936.0
1307,The Future (2011),Miranda July,568662.0,future,27137.0,27137.0,1000000.0,,2011-07-29,The Future,31.0,568662.0,2011.0
1308,Futuro Beach (2015),,18626.0,futurobeach,3324.0,3324.0,,,2015-02-27,Futuro Beach,4.0,,2015.0
1309,G-Force (2009),,119436770.0,g-force,8576.0,31706934.0,150000000.0,,2009-07-24,G-Force,3697.0,292817841.0,2009.0
1310,Gabrielle (2006),,332829.0,gabrielle,15338.0,30676.0,,,2006-07-14,Gabrielle,12.0,2775311.0,2006.0
1311,Gainsbourg: A Heroic Life (2011),,233007.0,gainsbourg,8396.0,25189.0,,,2011-08-31,Gainsbourg:A Heroic Life,19.0,12220456.0,2011.0
1312,Galaxy Quest (1999),Dean Parisot,71583916.0,galaxyquest,2907.0,7012630.0,45000000.0,,1999-12-25,Galaxy Quest ,2450.0,90683916.0,1999.0
1313,Gallipoli (1981),Peter Weir,5732587.0,gallipoli,,,,,1981-08-28,Gallipoli ,,,1981.0
1314,The Gambler (2014),Rupert Wyatt,33680992.0,gambler,3684.0,9129999.0,25000000.0,,2014-12-25,The Gambler,2494.0,39171130.0,2014.0
1315,The Game (1997),David Fincher,48323648.0,game,5966.0,14337029.0,,,1997-09-12,The Game ,2521.0,109423648.0,1997.0
1316,The Game Plan (2007),Andy Fickman,90648202.0,gameplan,7396.0,22950971.0,,,2007-09-28,The Game Plan,3342.0,147880543.0,2007.0
1317,Gangs of New York (2002),Martin Scorsese,77812000.0,gangsofnewyork,6314.0,9496870.0,100000000.0,,2002-12-20,Gangs of New York,2340.0,193772504.0,2002.0
1318,Gangster No. 1 (2002),,30915.0,gangsterno1,5514.0,5514.0,,,2002-06-14,Gangster No. 1 ,1.0,,2002.0
1319,Gangster Squad (2013),Ruben Fleischer,46000903.0,gangstersquad,5501.0,17070347.0,60000000.0,,2013-01-11,Gangster Squad,3103.0,105200903.0,2013.0
1320,Garden State (2004),Zach Braff,26782316.0,gardenstate,4632.0,3020555.0,2500000.0,2004-07-28,2004-08-20,Garden State,813.0,35825316.0,2004.0
1321,Garfield: The Movie (2004),Peter Hewitt,75369589.0,garfield,7022.0,21727611.0,50000000.0,,2004-06-11,Garfield:The Movie,3150.0,200804534.0,2004.0
1322,GasLand (2010),,30846.0,gasland,2641.0,2641.0,,,2010-09-15,GasLand,2.0,49428.0,2010.0
1323,The Gatekeepers (2013),,2415727.0,gatekeepers,20517.0,61552.0,,,2013-02-01,The Gatekeepers,131.0,,2013.0
1324,Gattaca (1997),Andrew Niccol,12532777.0,gattaca,3377.0,4320202.0,,,1997-10-24,Gattaca,1279.0,,1997.0
1325,G.B.F. (2014),,,gbf,,,,,2014-01-17,G.B.F.,,,2014.0
1326,Genius Within: The Inner Life of Glenn Gould (2010),,167508.0,geniuswithin,5678.0,17034.0,,,2010-09-10,Genius Within:The Inner Life of Glenn Gould,9.0,,2010.0
1327,Gentlemen Broncos (2009),,113682.0,gentlemenbroncos,5751.0,11502.0,10000000.0,,2009-10-30,Gentlemen Broncos,18.0,118492.0,2009.0
1328,Georgia Rule (2007),Garry Marshall,19103072.0,georgiarule,2684.0,6773870.0,,,2007-05-11,Georgia Rule,2531.0,24991167.0,2007.0
1329,The German Doctor (2014),,418392.0,germandoctor,6852.0,34259.0,,,2014-04-25,The German Doctor,39.0,3018392.0,2014.0
1330,Gerry (2003),Gus Van Sant,254683.0,gerry,13142.0,26285.0,,,2003-02-14,Gerry,15.0,,2003.0
1331,The Getaway (1994) (1994),Roger Donaldson,16094974.0,getaway,3500.0,5806515.0,,,1994-02-11,The Getaway (1994) ,1659.0,30057974.0,1994.0
1332,Get Hard (2015),Etan Cohen,71441955.0,gethard,10647.0,33803253.0,40000000.0,,2015-03-27,Get Hard,3212.0,84841955.0,2015.0
